id,date_created,sender_account,receiver_account,status,original_amount,amount,sender_name,receiver_name,from_cur,to_cur,cur_rate,refrence,type
76672135,2021-02-08T18:35:13Z,CK857185179668471354,EE476649405917579483,Completed,22357.34,13403.002,MOHAMMED ABDEL-HALIM HEMAIDA SALEH,Lindell Herzog,NZD,EUR,0.59949,else surface,international_transfer
76672164,2021-02-08T18:36:06Z,EE246610080545556824,EE656680031575880219,Cancelled,439.92,501.6628,Zulauf and Sons,Shad Schaefer,GBP,EUR,1.14035,Invoice nr. 3841,internal_transfer
76672424,2021-02-08T18:36:23Z,EE466605571315306678,CR577154603324075888,Completed,1154.24,1154.24,Grace Muller,AKRAM TURKI HISHAN AL-MAZID,EUR,CRC,735.19,Invoice nr. 1969,international_transfer
76672425,2021-02-08T18:36:49Z,EE106644656116157712,IS866966792204776907,Completed,2812.54,2812.54,Javier Moen,CHICHAKLI Dickie Ammar,EUR,ISK,154.819,Invoice nr. 4704,international_transfer
76672431,2021-02-08T18:37:02Z,EE446673507030271480,EE636621244181366741,Completed,471.98,391.7434,Haag-Haag,Ritchie-Ritchie,USD,EUR,0.83,owner unit,internal_transfer
76672682,2021-02-08T18:37:16Z,EE236675620947174668,JE060066484008964444,Completed,4650.52,4650.52,"Will, Will and Will",Qadhafi Saif al-Arab-Flores,EUR,GBP,0.87672,Invoice nr. 6909,international_transfer
76672709,2021-02-08T18:38:04Z,EE446673507030271480,EE636621244181366741,Completed,471.98,391.7434,Haag-Haag,Ritchie-Ritchie,USD,EUR,0.83,owner unit,internal_transfer
76672801,NA,EE306675899652091785,EE756614349848996814,Completed,1733.83,1439.0789,"Hayes, Hayes and Hayes",Baker Bashirian-Olson,USD,EUR,0.83,Invoice nr. 8979,internal_transfer
76672844,2021-02-08T18:38:29Z,EE186671376592694768,EE496632336741299650,Completed,1278.51,1457.9489,Paucek LLC,Harden Huel-Beahan,GBP,EUR,1.14035,Invoice nr. 9123,internal_transfer
76672999,2021-02-08T18:38:55Z,EE186671376592694768,EE496632336741299650,Completed,1278.51,1457.9489,Paucek LLC,Harden Huel-Beahan,GBP,EUR,1.14035,Invoice nr. 9123,internal_transfer
76673245,2021-02-08T18:39:44Z,EE306675899652091785,EE756614349848996814,Completed,1733.83,1439.0789,"Hayes, Hayes and Hayes",Baker Bashirian-Olson,USD,EUR,0.83,Invoice nr. 8979,internal_transfer
76673455,2021-02-08T18:40:25Z,EE786621660159992959,EE896687983290532654,Completed,1451.63,1204.8529,Gislason-Gislason,"Herman, Herman and Herman",USD,EUR,0.83,Invoice nr. 7256,internal_transfer
76673574,2021-02-08T18:40:49Z,EE516671756009217077,EE146626541666865973,Completed,1.2,0.996,Streich Inc,Harber PLC,USD,EUR,0.83,transaction,internal_transfer
76673707,2021-02-08T18:41:18Z,EE786621660159992959,EE896687983290532654,Completed,1451.63,1204.8529,Gislason-Gislason,"Herman, Herman and Herman",USD,EUR,0.83,Invoice nr. 7256,internal_transfer
76673794,2021-02-08T18:41:36Z,EE726621177196097243,EE486660277641431027,Completed,922.95,1052.486,"Leannon, Leannon and Leannon","Stracke, Stracke and Stracke",GBP,EUR,1.14035,Invoice nr. 3947,internal_transfer
76673960,2021-02-08T18:42:13Z,EE806629476603385780,EE266628031621674173,Completed,1858.14,1542.2562,"Gusikowski, Gusikowski and Gusikowski",Sipes Inc,USD,EUR,0.83,payment,internal_transfer
76674109,2021-02-08T18:42:44Z,EE486650951159456692,EE666631258460500183,Completed,245.99,280.5147,Dare-Dare,Thompson-Thompson,GBP,EUR,1.14035,transaction,internal_transfer
76674169,2021-02-08T18:42:56Z,EE806629476603385780,EE266628031621674173,Completed,1858.14,1542.2562,"Gusikowski, Gusikowski and Gusikowski",Sipes Inc,USD,EUR,0.83,payment,internal_transfer
76674497,2021-02-08T18:43:57Z,EE726621177196097243,EE486660277641431027,Completed,922.95,1052.486,"Leannon, Leannon and Leannon","Stracke, Stracke and Stracke",GBP,EUR,1.14035,Invoice nr. 3947,internal_transfer
76674789,2021-02-08T18:44:38Z,BG721086199826991455,EE206625544926610514,Completed,250.97,126.7399,Al al Sattar Talib Zuhair Abd Naqib,Joelle Hoppe,BGN,EUR,0.505,Invoice nr. 7442,international_transfer
76674989,2021-02-08T18:45:47Z,EE636607433377042606,EE71882922272869562255,Completed,7229.25,8243.875,Fadel Group,Jep Ritchie,GBP,EUR,1.14035,transaction,domestic_transfer
76675057,2021-02-08T18:45:44Z,EE306623942861863602,PL789176688099749209,Completed,632.67,632.67,Warner Price,AYYUB Mcfarland,EUR,PLN,4.47593,Invoice nr. 7699,international_transfer
76675085,2021-02-08T18:46:07Z,EE676648476362282843,SE31669723332069988985,Rejected,13.91,13.91,Wheeler Russel,Franklyn Kautzer,EUR,SEK,10.10302,Invoice nr. 845,internal_transfer
76675348,2021-02-08T18:46:43Z,EE266643568091883882,GE800891964975826040,Completed,5365.24,5365.24,Mervyn Hauck,SAMAD ACHEKZAI,EUR,GEL,3.9932,Invoice nr. 189,international_transfer
76675378,2021-02-08T18:47:05Z,EE486650951159456692,EE666631258460500183,Completed,245.99,280.5147,Dare-Dare,Thompson-Thompson,GBP,EUR,1.14035,transaction,internal_transfer
76675469,2021-02-08T18:47:24Z,EE516671756009217077,EE146626541666865973,Completed,1.2,0.996,Streich Inc,Harber PLC,USD,EUR,0.83,transaction,internal_transfer
76675653,2021-02-08T18:47:33Z,EE796604671092649890,SE766512909664899783,Completed,218.36,218.36,Breitenberg PLC,S. M. Q. A. DAM,EUR,SEK,10.10227,Invoice nr. 7826,international_transfer
76675789,2021-02-08T18:48:33Z,EE196601783700325437,EE045780502882516876,Rejected,1603.55,1330.9465,"Crooks, Crooks and Crooks",Hoang Scott,USD,EUR,0.83,Invoice nr. 1032,domestic_transfer
76675878,2021-02-08T18:48:47Z,EE106694296097773112,EE156662514907980569,Completed,171.06,171.06,O'Keefe-O'Keefe,Cassin Group,EUR,GBP,0.87686,Invoice nr. 3664,internal_transfer
76675918,2021-02-08T18:48:56Z,EE106694296097773112,EE156662514907980569,Completed,171.06,171.06,O'Keefe-O'Keefe,Cassin Group,EUR,GBP,0.87686,Invoice nr. 3664,internal_transfer
76678647,2021-02-08T18:59:26Z,EE24788920140378354988,EE646647956012142709,Completed,7649.27,7649.27,Hali Hessel,"Adams, Adams and Adams",EUR,GBP,0.87669,Invoice nr. 3819,domestic_transfer
76679447,2021-02-08T19:03:23Z,EE77694434877221832737,EE506649504820890270,Completed,2686.21,2686.21,Winnifred Abbott,Weissnat and Sons,EUR,GBP,0.87669,Invoice nr. 5558,domestic_transfer
76680137,2021-02-08T19:06:46Z,EE666627685629797134,EE416657790475011083,Completed,262.25,299.0751,Fadel-Fadel,Anastacia Marquardt,GBP,EUR,1.14042,Invoice nr. 2237,internal_transfer
76680138,2021-02-08T19:06:46Z,EE936601355881797787,EE516666331899763372,Completed,906.04,1033.2661,"Mueller, Mueller and Mueller",Carroll LLC,GBP,EUR,1.14042,transaction,internal_transfer
76680335,2021-02-08T19:07:41Z,EE996682918175102528,EE114218202317336343,Completed,1942.5,2215.2659,Ullrich-Ullrich,Cheyanne Mccoy,GBP,EUR,1.14042,Invoice nr. 4202,domestic_transfer
76680537,2021-02-08T19:08:39Z,EE666627685629797134,EE416657790475011083,Completed,262.25,299.0751,Fadel-Fadel,Anastacia Marquardt,GBP,EUR,1.14042,Invoice nr. 2237,internal_transfer
76680694,NA,EE936601355881797787,EE516666331899763372,Completed,906.04,1033.2661,"Mueller, Mueller and Mueller",Carroll LLC,GBP,EUR,1.14042,transaction,internal_transfer
76681573,2021-02-08T19:13:14Z,EE296699754877631752,EE166640596878777163,Completed,40.41,46.0844,"Skiles, Skiles and Skiles",Ahmad Carter,GBP,EUR,1.14042,Invoice nr. 3796,internal_transfer
76681913,2021-02-08T19:14:52Z,EE766649991316592250,EE116698355687487280,Cancelled,6273.78,5207.2373,Lubowitz LLC,Carter LLC,USD,EUR,0.83,Invoice nr. 9457,internal_transfer
76682142,2021-02-08T19:16:06Z,EE075745082471554585,EE116679277040855799,Completed,135.18,135.18,Colton Mccarville,"Nitzsche, Nitzsche and Nitzsche",EUR,GBP,0.87669,transaction,domestic_transfer
76682390,2021-02-08T19:17:15Z,EE296699754877631752,EE166640596878777163,Completed,40.41,46.0844,"Skiles, Skiles and Skiles",Ahmad Carter,GBP,EUR,1.14042,Invoice nr. 3796,internal_transfer
76682483,2021-02-08T19:17:40Z,EE746619153185153603,EE826622272596173985,Completed,116.35,132.6879,Miller-Miller,Richmond Gutkowski Sr.,GBP,EUR,1.14042,payment,internal_transfer
76682484,2021-02-08T19:17:40Z,EE746619153185153603,EE826622272596173985,Completed,116.35,132.6879,Miller-Miller,Richmond Gutkowski Sr.,GBP,EUR,1.14042,payment,internal_transfer
76682804,2021-02-08T19:19:05Z,EE766649991316592250,EE116698355687487280,Cancelled,6273.78,5207.2373,Lubowitz LLC,Carter LLC,USD,EUR,0.83,Invoice nr. 9457,internal_transfer
76683118,2021-02-08T19:20:28Z,EE846648714897901536,EE536656866761240719,Completed,588,488.04,Hoeger-Hoeger,Mann Group,USD,EUR,0.83,payment,internal_transfer
76683273,2021-02-08T19:21:10Z,EE846648714897901536,EE536656866761240719,Completed,588,488.04,Hoeger-Hoeger,Mann Group,USD,EUR,0.83,payment,internal_transfer
76684001,2021-02-08T19:24:30Z,EE896602573652987805,EE616678536573093569,Completed,1322.78,1508.5248,Cruickshank-Cruickshank,"Bailey, Bailey and Bailey",GBP,EUR,1.14042,full,internal_transfer
76684205,2021-02-08T19:25:20Z,EE896602573652987805,EE616678536573093569,Completed,1322.78,1508.5248,Cruickshank-Cruickshank,"Bailey, Bailey and Bailey",GBP,EUR,1.14042,full,internal_transfer
76684666,2021-02-08T19:27:33Z,EE246610080545556824,EE656680031575880219,Completed,97.38,111.0541,Zulauf and Sons,Shad Schaefer,GBP,EUR,1.14042,transaction,internal_transfer
76684783,2021-02-08T19:28:02Z,EE60228782746297039774,EE116642642141066020,Completed,10822.26,10822.26,Alyce Gibson,"Koepp, Koepp and Koepp",EUR,USD,1.2048193,Invoice nr. 5948,domestic_transfer
76684924,2021-02-08T19:28:41Z,EE596684222789372625,EE816674653311716300,Completed,592.95,492.1485,"Rath, Rath and Rath",Anderson Inc,USD,EUR,0.83,payment,internal_transfer
76684973,2021-02-08T19:28:51Z,EE596684222789372625,EE816674653311716300,Completed,592.95,492.1485,"Rath, Rath and Rath",Anderson Inc,USD,EUR,0.83,payment,internal_transfer
76685163,2021-02-08T19:29:45Z,EE705728329238177941,EE406645162744468070,Completed,125.46,125.46,Torrey Johnson,Crist PLC,EUR,GBP,0.87669,Invoice nr. 8341,domestic_transfer
76685411,2021-02-08T19:30:56Z,EE656676773921465612,EE266649959092512970,Completed,460.6,525.2775,"Rempel, Rempel and Rempel",Stanton LLC,GBP,EUR,1.14042,Invoice nr. 6010,internal_transfer
76685575,2021-02-08T19:31:38Z,EE246610080545556824,EE656680031575880219,Completed,97.38,111.0541,Zulauf and Sons,Shad Schaefer,GBP,EUR,1.14042,transaction,internal_transfer
76685752,2021-02-08T19:32:22Z,EE106659257642667829,EE636699989255843726,Completed,381.04,434.5456,Waelchi-Waelchi,Collins and Sons,GBP,EUR,1.14042,Invoice nr. 7077,internal_transfer
76685800,2021-02-08T19:32:36Z,EE656676773921465612,EE266649959092512970,Completed,460.6,525.2775,"Rempel, Rempel and Rempel",Stanton LLC,GBP,EUR,1.14042,Invoice nr. 6010,internal_transfer
76686451,2021-02-08T19:35:44Z,EE106659257642667829,EE636699989255843726,Completed,381.04,434.5456,Waelchi-Waelchi,Collins and Sons,GBP,EUR,1.14042,Invoice nr. 7077,internal_transfer
76687832,2021-02-08T19:41:53Z,EE846685061928201042,EE63565878237465210042,Completed,1007.6,836.308,Gonzalez LLC,Cammie Osinski,USD,EUR,0.83,transaction,domestic_transfer
76688403,2021-02-08T19:44:30Z,EE856638925358473054,EE736699039926588082,Cancelled,24.33,27.7464,"Herman, Herman and Herman",Parisian Group,GBP,EUR,1.14042,Invoice nr. 6148,internal_transfer
76688821,2021-02-08T19:46:22Z,EE556617256426469876,EE63892995129634326986,Completed,561.95,640.859,Corkery-Corkery,Joell Kon,GBP,EUR,1.14042,Invoice nr. 7000,domestic_transfer
76689311,2021-02-08T19:48:44Z,EE766619435562219329,EE356636577280277941,Suspended,919.02,1048.0688,"Stehr, Stehr and Stehr",Xzavier Auer,GBP,EUR,1.14042,payment,internal_transfer
76689421,NA,156615746804405126,EE00503934678564190693,Completed,6150.36,7012.0254,"Blick, Blick and Blick",Luverne Aufderhar,GBP,EUR,1.1401,Invoice nr. 3251,domestic_transfer
76689910,2021-02-08T19:50:50Z,EE896678695173939580,EE216601961958843474,Completed,26998.89,22395.58,Beahan Inc,Dicki Ltd,USD,EUR,0.8295,Invoice nr. 2286,internal_transfer
76689562,2021-02-08T19:49:11Z,EE306675899652091785,EE10707389654276437361,Completed,2483.45,2061.2634,"Hayes, Hayes and Hayes",Seth Buckridge,USD,EUR,0.83,Invoice nr. 3647,domestic_transfer
76689719,2021-02-08T19:49:50Z,EE296692514183050704,EE316684367286498783,Rejected,2380.41,1975.7404,"Jakubowski, Jakubowski and Jakubowski","Tillman, Tillman and Tillman",USD,EUR,0.83,pressure like,internal_transfer
76689945,2021-02-08T19:50:58Z,EE896678695173939580,EE216601961958843474,Completed,26998.89,22395.58,Beahan Inc,Dicki Ltd,USD,EUR,0.8295,Invoice nr. 2286,internal_transfer
76690056,2021-02-08T19:50:48Z,EE856638925358473054,EE736699039926588082,Cancelled,24.33,27.7464,"Herman, Herman and Herman",Parisian Group,GBP,EUR,1.14042,Invoice nr. 6148,internal_transfer
76690263,2021-02-08T19:51:06Z,EE296692514183050704,EE316684367286498783,Rejected,2380.41,1975.7404,"Jakubowski, Jakubowski and Jakubowski","Tillman, Tillman and Tillman",USD,EUR,0.83,pressure like,internal_transfer
76690513,2021-02-08T19:52:40Z,EE766619435562219329,EE356636577280277941,Suspended,919.02,1048.0688,"Stehr, Stehr and Stehr",Xzavier Auer,GBP,EUR,1.14042,payment,internal_transfer
76690952,NA,EE366673640545945986,HT76824809613719952307,Completed,22344,22344,Nautica Wolff-Wolff,Delos Kling,EUR,USD,1.2061272,payment,international_transfer
76690953,2021-01-31T08:11:32Z,EE556629568514678207,UM33147541052570269324,Completed,38201,38201,Patrice Jacobs,Anne Howell,EUR,USD,1.2061272,transaction,international_transfer
76690954,2021-02-03T02:18:29Z,EE366673640545945986,PR32269865430385970149,Completed,35848,35848,Nautica Wolff-Wolff,Omarion Grant,EUR,USD,1.2061272,payment,international_transfer
76690955,2021-02-03T05:15:50Z,EE556629568514678207,IR48988750255558710283,Completed,12362,12362,Patrice Jacobs,Echo Bernier,EUR,IRR,50641.2,transaction,international_transfer
76690956,2021-02-05T11:29:50Z,EE556629568514678207,VI52480505087351498917,Completed,11686,11686,Patrice Jacobs,Florene Kovacek,EUR,USD,1.2061272,alone,international_transfer
76690957,NA,EE366673640545945986,KZ94658351409073465371,Completed,36188,36188,Nautica Wolff-Wolff,Caiden Blick,EUR,KZT,504.37,payment,international_transfer
76691487,NA,EE836690742750163187,EE916623615397088812,Completed,12053.43,9998.32,Spinka and Sons,Derl Welch,USD,EUR,0.8295,Invoice nr. 1267,internal_transfer
76691558,2021-02-08T19:57:42Z,EE686653744823508364,EE756606815988881531,Completed,425.71,353.1264,Mueller-Mueller,Harm Schoen,USD,EUR,0.8295,transaction,internal_transfer
76691587,2021-02-08T19:57:50Z,EE686653744823508364,EE756606815988881531,Completed,425.71,353.1264,Mueller-Mueller,Harm Schoen,USD,EUR,0.8295,transaction,internal_transfer
76691644,2021-02-08T19:58:05Z,EE836690742750163187,EE916623615397088812,Completed,12053.43,9998.32,Spinka and Sons,Derl Welch,USD,EUR,0.8295,Invoice nr. 1267,internal_transfer
76691936,2021-02-08T19:59:28Z,EE38032969452794368659,EE116642642141066020,Completed,2434.45,2434.45,Vincent Blick,"Koepp, Koepp and Koepp",EUR,USD,1.2055454,Invoice nr. 5651,domestic_transfer
76692022,2021-02-08T19:59:56Z,EE436644274017067496,PR33646562053426495758,Completed,31.69,31.69,Rahman 'umayr Al Al 'abd Bin Nu'aymi,Aisha Ritchie,EUR,USD,1.2055454,music east general,international_transfer
76692048,2021-02-08T20:00:02Z,EE225795598184297019,EE756645781550591400,Completed,1720.14,1720.14,Mardiyya al-Aslam,Treutel LLC,EUR,USD,1.2055454,Invoice nr. 1957,domestic_transfer
76693254,NA,EE986612533396453347,EE956621232718444754,Completed,451.18,374.2538,Campbell-Miles,Kertzmann Inc,USD,EUR,0.8295,Invoice nr. 7668,internal_transfer
76694019,2021-02-08T20:09:16Z,EE896602573652987805,EE326662022045949561,Completed,3245.51,3700.206,Cruickshank-Cruickshank,"McKenzie, McKenzie and McKenzie",GBP,EUR,1.1401,Invoice nr. 7512,internal_transfer
76694113,2021-02-08T20:09:44Z,EE736677927594997681,EE756611407593768274,Completed,1249.51,1424.5664,Franecki-Franecki,Natalya Hodkiewicz,GBP,EUR,1.1401,Invoice nr. 2897,internal_transfer
76694518,2021-02-08T20:11:39Z,EE726621177196097243,EE436671556089416782,Completed,341.29,389.1047,"Leannon, Leannon and Leannon",Wisoky Inc,GBP,EUR,1.1401,Invoice nr. 1375,internal_transfer
76694623,2021-02-08T20:12:04Z,EE736677927594997681,EE756611407593768274,Completed,1249.51,1424.5664,Franecki-Franecki,Natalya Hodkiewicz,GBP,EUR,1.1401,Invoice nr. 2897,internal_transfer
76694696,2021-02-08T20:12:23Z,EE896602573652987805,EE326662022045949561,Completed,3245.51,3700.206,Cruickshank-Cruickshank,"McKenzie, McKenzie and McKenzie",GBP,EUR,1.1401,Invoice nr. 7512,internal_transfer
76694892,2021-02-08T20:13:15Z,EE986612533396453347,EE956621232718444754,Completed,451.18,374.2538,Campbell-Miles,Kertzmann Inc,USD,EUR,0.8295,Invoice nr. 7668,internal_transfer
76695101,2021-02-08T20:14:08Z,EE726621177196097243,EE436671556089416782,Completed,341.29,389.1047,"Leannon, Leannon and Leannon",Wisoky Inc,GBP,EUR,1.1401,east product,internal_transfer
76695228,2021-02-08T20:14:45Z,EE726621177196097243,EE436671556089416782,Completed,341.29,389.1047,"Leannon, Leannon and Leannon",Wisoky Inc,GBP,EUR,1.1401,east product,internal_transfer
76695364,2021-02-08T20:15:20Z,EE726619602593165241,EE796676587869872087,Completed,245.29,203.4681,"Harris, Harris and Harris","Ledner, Ledner and Ledner",USD,EUR,0.8295,transaction,internal_transfer
76695990,2021-02-08T20:18:18Z,EE726619602593165241,EE796676587869872087,Completed,245.29,203.4681,"Harris, Harris and Harris","Ledner, Ledner and Ledner",USD,EUR,0.8295,transaction,internal_transfer
76696202,2021-02-08T20:19:13Z,EE636639019967830682,EE636663526150575448,Completed,236.92,270.1125,"Fahey, Fahey and Fahey",Bahringer-Bahringer,GBP,EUR,1.1401,Invoice nr. 2630,internal_transfer
76696241,2021-02-08T20:19:25Z,PW62287610783991158314,EE446690123397569464,Completed,2691.75,2232.8066,Cadence Mueller,Rafe Buckridge,USD,EUR,0.8295,movie must,international_transfer
76696442,2021-02-08T20:20:25Z,EE636639019967830682,EE636663526150575448,Completed,236.92,270.1125,"Fahey, Fahey and Fahey",Bahringer-Bahringer,GBP,EUR,1.1401,Invoice nr. 2630,internal_transfer
76696444,2021-02-08T20:20:25Z,EE726621177196097243,EE436671556089416782,Completed,341.29,389.1047,"Leannon, Leannon and Leannon",Wisoky Inc,GBP,EUR,1.1401,Invoice nr. 1375,internal_transfer
76696894,2021-02-08T20:22:21Z,EE966677817599595282,EE346622490641715531,Completed,1053.06,873.5133,Crooks LLC,Barton Inc,USD,EUR,0.8295,seven,internal_transfer
76696998,2021-02-08T20:22:48Z,EE966677817599595282,EE346622490641715531,Completed,1053.06,873.5133,Crooks LLC,Barton Inc,USD,EUR,0.8295,seven,internal_transfer
76697691,2021-02-08T20:25:49Z,EE896678695173939580,EE906671097063036509,Completed,26998.89,22395.58,Beahan Inc,"Crona, Crona and Crona",USD,EUR,0.8295,Invoice nr. 4783,internal_transfer
